name,carrier,Region,bus,REZ Location,Fuel/Technology type,p_nom,Summer Rating (MW),Not Summer Rating (MW),Maintenance duration (%),Maximum Capacity Factor (%),FOM ($/kW/annum),VOM ($/MWh sent-out),Heat Rate (GJ/MWh HHV s.o.),Fuel Cost ($/GJ),Emissions (kg/MWh),MLF,Auxiliary Load (%),marginal_cost,expected_retirement_year,min_output,p_min_pu,control,type,p_nom_extendable,p_nom_min,p_nom_max,p_max_pu,p_set,q_set,sign,build_year,lifetime,capital_cost,efficiency,committable,start_up_cost,shut_down_cost,min_up_time,min_down_time,up_time_before,down_time_before,ramp_limit_up,ramp_limit_down,ramp_limit_start_up,ramp_limit_shut_down,p,q,p_nom_iot,status,mu_upper,mu_lower,mu_p_set,mu_ramp_limit_up,mu_ramp_limit_down
Bayswater 1,Coal,NSW,CNSW,N/A,Black Coal NSW,672.5,655,685,5.479,75,56.743,4.488,9.449,1.723,889.376,0.962,5.46,20.772,2033,250,0.3717,PQ,,FALSE,0,inf,1,0,0,1,2000,33,0,1,TRUE,26900,0,0,0,1,0,NaN,NaN,,,,,,,,,,,
Bayswater 2,Coal,NSW,CNSW,N/A,Black Coal NSW,672.5,655,685,5.479,75,56.743,4.488,9.449,1.723,889.376,0.962,5.46,20.772,2033,250,0.3717,PQ,,FALSE,0,inf,1,0,0,1,2000,33,0,1,TRUE,26900,0,0,0,1,0,NaN,NaN,,,,,,,,,,,
Bayswater 3,Coal,NSW,CNSW,N/A,Black Coal NSW,672.5,655,685,5.479,75,56.743,4.488,9.449,1.723,889.376,0.962,5.46,20.772,2033,250,0.3717,PQ,,FALSE,0,inf,1,0,0,1,2000,33,0,1,TRUE,26900,0,0,0,1,0,NaN,NaN,,,,,,,,,,,
Bayswater 4,Coal,NSW,CNSW,N/A,Black Coal NSW,672.5,655,685,5.479,75,56.743,4.488,9.449,1.723,889.376,0.962,5.46,20.772,2033,250,0.3717,PQ,,FALSE,0,inf,1,0,0,1,2000,33,0,1,TRUE,26900,0,0,0,1,0,NaN,NaN,,,,,,,,,,,
Callide B 1,Coal,QLD,CNQ,N/A,Black Coal QLD,350,350,350,5.479,N/A,55.836,4.419,9.16,2.05,946.715,0.925,6.67,23.195,2028,155,0.442857143,PQ,,FALSE,0,inf,1,0,0,1,2000,28,0,1,TRUE,14000,0,0,0,1,0,NaN,NaN,,,,,,,,,,,
Callide B 2,Coal,QLD,CNQ,N/A,Black Coal QLD,350,350,350,5.479,N/A,55.836,4.419,9.16,2.05,946.715,0.925,6.67,23.195,2028,155,0.442857143,PQ,,FALSE,0,inf,1,0,0,1,2000,28,0,1,TRUE,14000,0,0,0,1,0,NaN,NaN,,,,,,,,,,,
Callide C 1,Coal,QLD,CNQ,N/A,Black Coal QLD,420,427,443,5.479,N/A,55.836,4.419,9.302,2.05,910.606,0.927,6.67,23.486,2051,180,0.428571429,PQ,,FALSE,0,inf,1,0,0,1,2000,51,0,1,TRUE,16800,0,0,0,1,0,NaN,NaN,,,,,,,,,,,
Callide C 2,Coal,QLD,CNQ,N/A,Black Coal QLD,420,427,443,5.479,N/A,55.836,4.419,9.302,2.05,910.606,0.927,6.67,23.486,2051,180,0.428571429,PQ,,FALSE,0,inf,1,0,0,1,2000,51,0,1,TRUE,16800,0,0,0,1,0,NaN,NaN,,,,,,,,,,,
Eraring 1,Coal,NSW,SNW,N/A,Black Coal NSW,720,668.5,688.5,5.479,75,56.743,4.488,9.549,3.103,888.231,0.985,5.46,34.118,2025,210,0.2917,PQ,,FALSE,0,inf,1,0,0,1,2000,25,0,1,TRUE,28800,0,0,0,1,0,NaN,NaN,,,,,,,,,,,
Eraring 2,Coal,NSW,SNW,N/A,Black Coal NSW,720,668.5,688.5,5.479,75,56.743,4.488,9.549,3.103,888.231,0.985,5.46,34.118,2025,210,0.2917,PQ,,FALSE,0,inf,1,0,0,1,2000,25,0,1,TRUE,28800,0,0,0,1,0,NaN,NaN,,,,,,,,,,,
Eraring 3,Coal,NSW,SNW,N/A,Black Coal NSW,720,668.5,688.5,5.479,75,56.743,4.488,9.549,3.103,888.231,0.985,5.46,34.118,2025,210,0.2917,PQ,,FALSE,0,inf,1,0,0,1,2000,25,0,1,TRUE,28800,0,0,0,1,0,NaN,NaN,,,,,,,,,,,
Eraring 4,Coal,NSW,SNW,N/A,Black Coal NSW,720,668.5,688.5,5.479,75,56.743,4.488,9.549,3.103,888.231,0.985,5.46,34.118,2025,210,0.2917,PQ,,FALSE,0,inf,1,0,0,1,2000,25,0,1,TRUE,28800,0,0,0,1,0,NaN,NaN,,,,,,,,,,,
Gladstone 1,Coal,QLD,GG,N/A,Black Coal QLD,280,280,280,5.479,N/A,55.836,4.419,9.474,2.677,952.487,0.952,6.67,29.779,2035,110,0.392857143,PQ,,FALSE,0,inf,1,0,0,1,2000,35,0,1,TRUE,11200,0,0,0,1,0,NaN,NaN,,,,,,,,,,,
Gladstone 2,Coal,QLD,GG,N/A,Black Coal QLD,280,280,280,5.479,N/A,55.836,4.419,9.474,2.677,952.487,0.952,6.67,29.779,2035,110,0.392857143,PQ,,FALSE,0,inf,1,0,0,1,2000,35,0,1,TRUE,11200,0,0,0,1,0,NaN,NaN,,,,,,,,,,,
Gladstone 3,Coal,QLD,GG,N/A,Black Coal QLD,280,280,280,5.479,N/A,55.836,4.419,9.474,2.677,952.487,0.952,6.67,29.779,2035,110,0.392857143,PQ,,FALSE,0,inf,1,0,0,1,2000,35,0,1,TRUE,11200,0,0,0,1,0,NaN,NaN,,,,,,,,,,,
Gladstone 4,Coal,QLD,GG,N/A,Black Coal QLD,280,280,280,5.479,N/A,55.836,4.419,9.474,2.677,952.487,0.952,6.67,29.779,2035,110,0.392857143,PQ,,FALSE,0,inf,1,0,0,1,2000,35,0,1,TRUE,11200,0,0,0,1,0,NaN,NaN,,,,,,,,,,,
Gladstone 5,Coal,QLD,GG,N/A,Black Coal QLD,280,280,280,5.479,N/A,55.836,4.419,9.474,2.677,952.487,0.952,6.67,29.779,2035,110,0.392857143,PQ,,FALSE,0,inf,1,0,0,1,2000,35,0,1,TRUE,11200,0,0,0,1,0,NaN,NaN,,,,,,,,,,,
Gladstone 6,Coal,QLD,GG,N/A,Black Coal QLD,280,280,280,5.479,N/A,55.836,4.419,9.474,2.677,952.487,0.952,6.67,29.779,2035,110,0.392857143,PQ,,FALSE,0,inf,1,0,0,1,2000,35,0,1,TRUE,11200,0,0,0,1,0,NaN,NaN,,,,,,,,,,,
Kogan Creek,Coal,QLD,SQ,N/A,Black Coal QLD,744,710,750,5.479,N/A,55.836,4.419,8.802,1.39,840.703,0.969,6.67,16.652,2042,330.336,0.444,PQ,,FALSE,0,inf,1,0,0,1,2000,42,0,1,TRUE,29760,0,0,0,1,0,NaN,NaN,,,,,,,,,,,
Liddell 1 ,Coal,NSW,CNSW,N/A,Black Coal NSW,500,500,500,5.479,75,56.743,4.488,10.141,1.723,945.575,0.963,5.46,21.965,2023,240,0.48,PQ,,FALSE,0,inf,1,0,0,1,2000,23,0,1,TRUE,20000,0,0,0,1,0,NaN,NaN,,,,,,,,,,,
Liddell 2,Coal,NSW,CNSW,N/A,Black Coal NSW,500,500,500,5.479,75,56.743,4.488,10.141,1.723,945.575,0.963,5.46,21.965,2023,240,0.48,PQ,,FALSE,0,inf,1,0,0,1,2000,23,0,1,TRUE,20000,0,0,0,1,0,NaN,NaN,,,,,,,,,,,
Liddell 3,Coal,NSW,CNSW,N/A,Black Coal NSW,500,500,500,5.479,75,56.743,4.488,10.141,1.723,945.575,0.963,5.46,21.965,2023,240,0.48,PQ,,FALSE,0,inf,1,0,0,1,2000,23,0,1,TRUE,20000,0,0,0,1,0,NaN,NaN,,,,,,,,,,,
Liddell 4,Coal,NSW,CNSW,N/A,Black Coal NSW,500,500,500,5.479,75,56.743,4.488,10.141,1.723,945.575,0.963,5.46,21.965,2023,240,0.48,PQ,,FALSE,0,inf,1,0,0,1,2000,23,0,1,TRUE,20000,0,0,0,1,0,NaN,NaN,,,,,,,,,,,
Loy Yang A 1,Brown Coal,VIC,VIC,N/A,Brown Coal VIC,552.5,520,552.5,5.479,N/A,143.969,4.21,12.162,0.669,1137.762,0.976,8.2,12.346,2045,300,0.542986425,PQ,,FALSE,0,inf,1,0,0,1,2000,35,0,1,TRUE,22100,0,0,0,1,0,NaN,NaN,,,,,,,,,,,
Loy Yang A 2,Brown Coal,VIC,VIC,N/A,Brown Coal VIC,552.5,520,552.5,5.479,N/A,143.969,4.21,12.162,0.669,1137.762,0.976,8.2,12.346,2045,300,0.542986425,PQ,,FALSE,0,inf,1,0,0,1,2000,35,0,1,TRUE,22100,0,0,0,1,0,NaN,NaN,,,,,,,,,,,
Loy Yang A 3,Brown Coal,VIC,VIC,N/A,Brown Coal VIC,552.5,520,552.5,5.479,N/A,143.969,4.21,12.162,0.669,1137.762,0.976,8.2,12.346,2045,300,0.542986425,PQ,,FALSE,0,inf,1,0,0,1,2000,35,0,1,TRUE,22100,0,0,0,1,0,NaN,NaN,,,,,,,,,,,
Loy Yang A 4,Brown Coal,VIC,VIC,N/A,Brown Coal VIC,552.5,520,552.5,5.479,N/A,143.969,4.21,12.162,0.669,1137.762,0.976,8.2,12.346,2045,300,0.542986425,PQ,,FALSE,0,inf,1,0,0,1,2000,35,0,1,TRUE,22100,0,0,0,1,0,NaN,NaN,,,,,,,,,,,
Loy Yang B 1,Brown Coal,VIC,VIC,N/A,Brown Coal VIC,580,545,580,5.479,N/A,143.969,4.21,12.544,0.669,1113.315,0.976,8.2,12.601,2047,320,0.551724138,PQ,,FALSE,0,inf,1,0,0,1,2000,47,0,1,TRUE,23200,0,0,0,1,0,NaN,NaN,,,,,,,,,,,
Loy Yang B 2,Brown Coal,VIC,VIC,N/A,Brown Coal VIC,580,545,580,5.479,N/A,143.969,4.21,12.544,0.669,1113.315,0.976,8.2,12.601,2047,320,0.551724138,PQ,,FALSE,0,inf,1,0,0,1,2000,47,0,1,TRUE,23200,0,0,0,1,0,NaN,NaN,,,,,,,,,,,
Millmerran 1,Coal,QLD,SQ,N/A,Black Coal QLD,426,336,426,5.479,N/A,55.836,4.419,9.207,1.269,829.631,0.973,6.67,16.107,2051,200,0.469483568,PQ,,FALSE,0,inf,1,0,0,1,2000,51,0,1,TRUE,17040,0,0,0,1,0,NaN,NaN,,,,,,,,,,,
Millmerran 2,Coal,QLD,SQ,N/A,Black Coal QLD,426,336,426,5.479,N/A,55.836,4.419,9.207,1.269,829.631,0.973,6.67,16.107,2051,200,0.469483568,PQ,,FALSE,0,inf,1,0,0,1,2000,51,0,1,TRUE,17040,0,0,0,1,0,NaN,NaN,,,,,,,,,,,
Mt Piper 1,Coal,NSW,CNSW,N/A,Black Coal NSW,695,690,715,5.479,75,56.743,4.488,9.254,3.103,846.285,0.973,5.46,33.204,2040,270,0.3885,PQ,,FALSE,0,inf,1,0,0,1,2000,40,0,1,TRUE,27800,0,0,0,1,0,NaN,NaN,,,,,,,,,,,
Mt Piper 2,Coal,NSW,CNSW,N/A,Black Coal NSW,695,690,715,5.479,75,56.743,4.488,9.254,3.103,846.285,0.973,5.46,33.204,2040,270,0.3885,PQ,,FALSE,0,inf,1,0,0,1,2000,40,0,1,TRUE,27800,0,0,0,1,0,NaN,NaN,,,,,,,,,,,
Stanwell 1,Coal,QLD,CNQ,N/A,Black Coal QLD,365,365,365,5.479,N/A,55.836,4.419,9.068,2.519,860.182,0.934,6.67,27.257,2043,140,0.383561644,PQ,,FALSE,0,inf,1,0,0,1,2000,43,0,1,TRUE,14600,0,0,0,1,0,NaN,NaN,,,,,,,,,,,
Stanwell 2,Coal,QLD,CNQ,N/A,Black Coal QLD,365,365,365,5.479,N/A,55.836,4.419,9.068,2.519,860.182,0.934,6.67,27.257,2043,140,0.383561644,PQ,,FALSE,0,inf,1,0,0,1,2000,43,0,1,TRUE,14600,0,0,0,1,0,NaN,NaN,,,,,,,,,,,
Stanwell 3,Coal,QLD,CNQ,N/A,Black Coal QLD,365,365,365,5.479,N/A,55.836,4.419,9.068,2.519,860.182,0.934,6.67,27.257,2043,140,0.383561644,PQ,,FALSE,0,inf,1,0,0,1,2000,43,0,1,TRUE,14600,0,0,0,1,0,NaN,NaN,,,,,,,,,,,
Stanwell 4,Coal,QLD,CNQ,N/A,Black Coal QLD,365,365,365,5.479,N/A,55.836,4.419,9.068,2.519,860.182,0.934,6.67,27.257,2043,140,0.383561644,PQ,,FALSE,0,inf,1,0,0,1,2000,43,0,1,TRUE,14600,0,0,0,1,0,NaN,NaN,,,,,,,,,,,
Tarong 1,Coal,QLD,SQ,N/A,Black Coal QLD,350,350,350,5.479,N/A,55.836,4.419,9.207,2.675,880.074,0.972,6.67,29.052,2036,140,0.4,PQ,,FALSE,0,inf,1,0,0,1,2000,36,0,1,TRUE,14000,0,0,0,1,0,NaN,NaN,,,,,,,,,,,
Tarong 2,Coal,QLD,SQ,N/A,Black Coal QLD,350,350,350,5.479,N/A,55.836,4.419,9.207,2.675,880.074,0.972,6.67,29.052,2036,140,0.4,PQ,,FALSE,0,inf,1,0,0,1,2000,36,0,1,TRUE,14000,0,0,0,1,0,NaN,NaN,,,,,,,,,,,
Tarong 3,Coal,QLD,SQ,N/A,Black Coal QLD,350,350,350,5.479,N/A,55.836,4.419,9.207,2.675,880.074,0.972,6.67,29.052,2036,140,0.4,PQ,,FALSE,0,inf,1,0,0,1,2000,36,0,1,TRUE,14000,0,0,0,1,0,NaN,NaN,,,,,,,,,,,
Tarong 4,Coal,QLD,SQ,N/A,Black Coal QLD,350,350,350,5.479,N/A,55.836,4.419,9.207,2.675,880.074,0.972,6.67,29.052,2036,140,0.4,PQ,,FALSE,0,inf,1,0,0,1,2000,36,0,1,TRUE,14000,0,0,0,1,0,NaN,NaN,,,,,,,,,,,
Tarong North,Coal,QLD,SQ,N/A,Black Coal QLD,450,443,443,5.479,N/A,55.836,4.419,8.654,2.675,880.074,0.972,6.67,27.571,2037,180,0.4,PQ,,FALSE,0,inf,1,0,0,1,2000,37,0,1,TRUE,18000,0,0,0,1,0,NaN,NaN,,,,,,,,,,,
Vales Point B 1,Coal,NSW,SNW,N/A,Black Coal NSW,660,660,660,5.479,75,56.743,4.488,9.677,2.963,877.166,0.987,5.46,33.16,2029,250,0.378787879,PQ,,FALSE,0,inf,1,0,0,1,2000,29,0,1,TRUE,26400,0,0,0,1,0,NaN,NaN,,,,,,,,,,,
Vales Point B 2,Coal,NSW,SNW,N/A,Black Coal NSW,660,660,660,5.479,75,56.743,4.488,9.677,2.963,877.166,0.987,5.46,33.16,2029,250,0.378787879,PQ,,FALSE,0,inf,1,0,0,1,2000,29,0,1,TRUE,26400,0,0,0,1,0,NaN,NaN,,,,,,,,,,,
Yallourn 1,Brown Coal,VIC,VIC,N/A,Brown Coal VIC,362.5,355,382,5.479,N/A,143.969,4.21,13.9,0.662,1279.837,0.966,8.2,13.417,2028,200,0.551724138,PQ,,FALSE,0,inf,1,0,0,1,2000,28,0,1,TRUE,14500,0,0,0,1,0,NaN,NaN,,,,,,,,,,,
Yallourn 2,Brown Coal,VIC,VIC,N/A,Brown Coal VIC,362.5,355,382,5.479,N/A,143.969,4.21,13.9,0.662,1279.837,0.966,8.2,13.417,2028,200,0.551724138,PQ,,FALSE,0,inf,1,0,0,1,2000,28,0,1,TRUE,14500,0,0,0,1,0,NaN,NaN,,,,,,,,,,,
Yallourn 3,Brown Coal,VIC,VIC,N/A,Brown Coal VIC,362.5,355,382,5.479,N/A,143.969,4.21,13.9,0.662,1279.837,0.966,8.2,13.417,2028,200,0.551724138,PQ,,FALSE,0,inf,1,0,0,1,2000,28,0,1,TRUE,14500,0,0,0,1,0,NaN,NaN,,,,,,,,,,,
Yallourn 4,Brown Coal,VIC,VIC,N/A,Brown Coal VIC,362.5,355,382,5.479,N/A,143.969,4.21,13.9,0.662,1279.837,0.966,8.2,13.417,2028,200,0.551724138,PQ,,FALSE,0,inf,1,0,0,1,2000,28,0,1,TRUE,14500,0,0,0,1,0,NaN,NaN,,,,,,,,,,,
Angaston,Diesel,SA,SA,N/A,Liquid Fuel,50,49.2,49.2,1.644,N/A,15.869,11.052,12.775,36.217,690.347,1.002,0.64,473.728,2070,0,0,PQ,,FALSE,0,inf,1,0,0,1,2000,70,0,1,TRUE,2000,0,0,0,1,0,NaN,NaN,,,,,,,,,,,
Lonsdale,Diesel,SA,SA,N/A,Liquid Fuel,20.7,21.06,21.06,1.644,N/A,15.869,11.734,7.895,36.217,674.04,1.006,0.64,297.66,2070,0,0,PQ,,FALSE,0,inf,1,0,0,1,2000,70,0,1,TRUE,828,0,0,0,1,0,NaN,NaN,,,,,,,,,,,
Port Stanvac 1,Diesel,SA,SA,N/A,Liquid Fuel,57.6,64.8,64.8,1.644,N/A,15.869,11.734,7.895,36.217,674.04,1.006,0.64,297.66,2070,0,0,PQ,,FALSE,0,inf,1,0,0,1,2000,70,0,1,TRUE,2304,0,0,0,1,0,NaN,NaN,,,,,,,,,,,
Bairnsdale,Gas,VIC,VIC,N/A,OCGT,94,60,84,1.37,N/A,15.903,11.052,10.496,11.483,547.959,0.987,0.72,131.578,2042,0,0,PQ,,FALSE,0,inf,1,0,0,1,2000,42,0,1,TRUE,3760,0,0,0,1,0,NaN,NaN,,,,,,,,,,,
Barcaldine,Gas,QLD,CNQ,N/A,OCGT,37,34,37,1.37,N/A,15.903,11.052,12.721,8.971,3192.691,0.906,0.72,125.177,2034,0,0,PQ,,FALSE,0,inf,1,0,0,1,2000,34,0,1,TRUE,1480,0,0,0,1,0,NaN,NaN,,,,,,,,,,,
Barker Inlet Power Station,Gas,SA,SA,N/A,OCGT,210,205.2,210,1.644,N/A,15.869,11.052,7.895,11.142,441.553,1,0.72,99.015,2044,0,0,PQ,,FALSE,0,inf,1,0,0,1,2000,44,0,1,TRUE,8400,0,0,0,1,0,NaN,NaN,,,,,,,,,,,
Bell Bay Three,Gas,TAS,TAS,N/A,OCGT,120,105,105,1.37,N/A,15.903,11.052,12.04,12.759,516.288,0.998,0.72,164.676,2040,0,0,PQ,,FALSE,0,inf,1,0,0,1,2000,40,0,1,TRUE,4800,0,0,0,1,0,NaN,NaN,,,,,,,,,,,
Braemar,Gas,QLD,SQ,N/A,OCGT,549,501,543,1.37,N/A,15.903,11.052,11.881,8.971,599.79,0.963,0.72,117.644,2046,0,0,PQ,,FALSE,0,inf,1,0,0,1,2000,46,0,1,TRUE,21960,0,0,0,1,0,NaN,NaN,,,,,,,,,,,
Braemar 2,Gas,QLD,SQ,N/A,OCGT,519,480,519,1.37,N/A,15.903,11.052,11.881,8.971,599.79,0.963,0.72,117.644,2049,0,0,PQ,,FALSE,0,inf,1,0,0,1,2000,49,0,1,TRUE,20760,0,0,0,1,0,NaN,NaN,,,,,,,,,,,
Colongra,Gas,NSW,SNW,N/A,OCGT,724,640,724,1.37,N/A,15.903,11.052,11.146,11.105,658.835,0.985,0.72,134.824,2070,0,0,PQ,,FALSE,0,inf,1,0,0,1,2000,70,0,1,TRUE,28960,0,0,0,1,0,NaN,NaN,,,,,,,,,,,
Condamine,Gas,QLD,SQ,N/A,CCGT,144.4,138.545,144.247,5.479,N/A,11.02,7.735,7.287,7.75,458.51,0.983,1.76,64.213,2039,0,0,PQ,,FALSE,0,inf,1,0,0,1,2000,39,0,1,TRUE,5776,0,0,0,1,0,NaN,NaN,,,,,,,,,,,
Darling Downs,Gas,QLD,SQ,N/A,CCGT,644.5,563,630,5.479,N/A,11.02,7.735,7.377,7.624,427.647,0.963,1.76,63.976,2045,0,0,PQ,,FALSE,0,inf,1,0,0,1,2000,45,0,1,TRUE,25780,0,0,0,1,0,NaN,NaN,,,,,,,,,,,
Dry Creek,Gas,SA,SA,N/A,OCGT,156,112,143,1.37,N/A,15.903,11.052,13.688,11.246,1036.896,1,0.72,164.986,2030,0,0,PQ,,FALSE,0,inf,1,0,0,1,2000,30,0,1,TRUE,6240,0,0,0,1,0,NaN,NaN,,,,,,,,,,,
Hallett,Gas,SA,SA,N/A,OCGT,276.86,223,249,1.37,N/A,15.903,11.052,14.876,11.246,856.742,0.963,0.72,178.343,2032,0,0,PQ,,FALSE,0,inf,1,0,0,1,2000,32,0,1,TRUE,11074.4,0,0,0,1,0,NaN,NaN,,,,,,,,,,,
Hunter Valley,Gas,NSW,CNSW,N/A,Liquid Fuel,50,30,40,1.37,N/A,15.903,11.052,12.721,36.217,1274.017,0.965,0.64,471.767,2022,0,0,PQ,,FALSE,0,inf,1,0,0,1,2000,22,0,1,TRUE,2000,0,0,0,1,0,NaN,NaN,,,,,,,,,,,
Jeeralang A,Gas,VIC,VIC,N/A,OCGT,212,186.4,222,1.37,N/A,15.903,11.052,15.254,11.483,754.908,0.976,0.72,186.223,2039,0,0,PQ,,FALSE,0,inf,1,0,0,1,2000,39,0,1,TRUE,8480,0,0,0,1,0,NaN,NaN,,,,,,,,,,,
Jeeralang B,Gas,VIC,VIC,N/A,OCGT,228,212.9,257,1.37,N/A,15.903,11.052,15.254,11.483,754.908,0.976,0.72,186.223,2039,0,0,PQ,,FALSE,0,inf,1,0,0,1,2000,39,0,1,TRUE,9120,0,0,0,1,0,NaN,NaN,,,,,,,,,,,
Kurri Kurri ,Gas,NSW,SNW,N/A,OCGT,750,750,750,1.37,N/A,10.574,2.488,10.931,11.804,574.594,0.985,0.72,131.519,2063,0,0,PQ,,FALSE,0,inf,1,0,0,1,2000,63,0,1,TRUE,30000,0,0,0,1,0,NaN,NaN,,,,,,,,,,,
Ladbroke Grove,Gas,SA,SA,N/A,OCGT,80,70,84,1.37,N/A,15.903,11.052,11.881,11.246,504.525,0.988,0.72,144.664,2035,0,0,PQ,,FALSE,0,inf,1,0,0,1,2000,35,0,1,TRUE,3200,0,0,0,1,0,NaN,NaN,,,,,,,,,,,
Laverton North,Gas,VIC,VIC,N/A,OCGT,312,336,344,1.37,N/A,15.903,11.052,11.502,11.483,597.133,0.994,0.72,143.13,2070,0,0,PQ,,FALSE,0,inf,1,0,0,1,2000,70,0,1,TRUE,12480,0,0,0,1,0,NaN,NaN,,,,,,,,,,,
